Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Delay_from_due_date,Num_of_Delayed_Payment,Credit_History_Age,Payment_of_Min_Amount,Credit_Utilization_Ratio,Credit_Mix,Monthly_Balance,Credit_Score
32.0,0,35739.7,2810.308333333333,4,6,0.0,404.81,0.0,30,9.0,250,0,35.8885775022843,2,492.6463981598824,0
51.0,9,151160.64,12758.72,1,6,0.0,1139.22,0.0,7,7.0,271,0,30.353368080088583,2,1313.029536779292,1
35.0,2,16640.35,1253.6958333333332,5,6,1.0,1128.37,7.50474037991982,21,8.0,213,1,32.37101807780004,1,336.24451662403874,1
21.0,8,41435.26,3639.938333333334,7,7,6.0,1625.55,175.80514946022038,35,18.0,224,1,30.26949344579609,0,363.0349168264038,1
19.0,5,87746.92,7411.243333333333,5,4,3.0,864.67,152.86388915016698,11,20.0,203,0,26.68886573988452,1,501.1697972568929,1
21.0,11,163851.12,13815.26,5,5,2.0,533.48,139.12293664557043,3,3.0,400,0,31.772720725533336,1,919.7092834848784,2
20.0,9,20969.505,1622.45875,5,1407,4.0,868.99,57.7092934725809,13,10.0,191,0,26.106192812029462,1,288.8981951362305,1
18.0,12,25122.47,1860.539166666667,4,4,4.0,1247.63,62.48455602427023,16,17.0,349,1,36.30545358333313,1,253.9423170146501,0
28.0,2,14860.49,1406.374166666667,9,8,3.0,2688.87,31.650546104172488,53,19.0,214,1,23.79877326164818,1,317.7671956314715,0
39.0,6,14696.62,1153.7183333333337,9,7,2.0,2666.63,17.44148222221614,40,21.0,136,1,27.549210874721688,0,304.9005569871585,1
37.0,5,60263.43000000001,5242.9525,1662,5,5.0,1400.16,178.7366155336915,42,25.0,124,1,25.69386881069035,1,457.63741587340513,0
34.0,7,36607.63,2986.6358333333333,0,6,2.0,836.46,45.41123186833184,9,4.0,354,0,33.07283817536396,2,248.42662844959247,0
38.0,11,26508.58,2500.0483333333336,5,7,3.0,1356.64,35.372569368075574,15,20.0,324,0,38.66065164137135,2,263.21885141274026,1
31.0,7,29020.27,2456.355833333333,2,4,1.0,536.36,12.127443298919683,-3,7.0,384,0,24.603357053361076,1,349.1142241919532,0
31.0,7,33137.28,2978.44,7,10,9.0,3581.22,177.40738388988635,45,19.0,99,1,28.65959836122402,0,173.5381179120356,0
37.0,5,15217.1,1448.091666666667,8,5,3.0,1766.65,35.04243178136002,52,16.0,155,1,26.40290033396052,1,342.36710467829363,0
21.0,1,8392.645,796.3870833333334,6,8,5.0,2947.57,22.019982136867537,23,21.0,166,1,25.348679217569213,0,260.2653750417138,1
20.0,10,29297.14,2004.667802999039,2,5,0.0,1214.42,157.76053033429432,15,6.0,275,0,26.8742622171106,2,286.0245720085854,2
49.0,12,32357.41,2456.4508333333333,5,3,0.0,681.22,0.0,17,19.0,321,0,29.350799479255944,2,450.4630169610536,1
22.0,1,14367.78,1015.315,1,6,0.0,1104.44,0.0,8,2.0,280,0,34.43976102669744,1,321.2076399165864,1
20.0,7,27983.07,2497.9225,4,7,2.0,1015.21,44.401790120451686,6,15.0,267,0,29.799497024350053,1,293.74069966875635,1
18.0,13,19742.24,1619.186666666667,7,6,4.0,1373.49,52.09095848007586,18,13.0,109,1,29.404768762372814,1,338.0515758005872,0
52.0,7,38104.04,3399.336666666666,5,4,2.0,735.58,62.90314246727565,5,5.0,204,0,41.48212246593712,1,397.66300099950166,1
34.0,7,15303.58,1179.2983333333334,8,1452,7.0,1602.27,68.24132048087836,47,15.0,220,1,28.125580315378645,1,273.2418180566116,1
25.0,13,16256.3,1116.6916666666666,3,3,4.0,204.66,29.89646504711528,0,3.0,189,0,34.14212962787567,1,283.3882067844318,1
38.0,4,31762.34,2262.4427560755803,3,6,2.0,175.33,325.3988706993963,24,12.0,381,0,39.51285361463648,1,344.2868928341128,1
46.0,12,72904.16,6341.346666666667,4,7,3.0,748.11,67.76034959900011,27,18.0,228,0,27.543976358717327,1,650.4496572379453,1
56.0,4,95849.16,7822.43,4,3,0.0,596.66,0.0,8,18.0,221,0,30.323216563972693,1,952.3508471269542,1
54.0,13,26175.52,1985.293333333333,8,6,2.0,359.67,26.83928438300353,19,11.0,305,0,27.128371121678285,1,362.0429202138706,2
41.0,7,16259.845,1398.9870833333332,3,7,4.0,1118.03,36.08426905948673,2,11.0,394,0,29.3848600061202,2,223.05540645210084,2
30.0,13,47404.02,3883.3350000000014,7,9,6.0,2621.5,156.46800087582668,50,17.0,144,1,32.77457476379599,1,328.06343418606605,1
31.0,2,79413.04,6342.753333333332,10,10,3.0,2367.11,173.7773029102787,39,20.0,146,1,32.3783553253393,1,506.5330717992583,0
29.0,1,10339.53,747.6275,10,7,8.0,2681.84,65.86110878169755,27,14.0,96,1,36.80050481670711,0,263.83823148272734,0
46.0,6,88348.8,7090.4000000000015,3,5,0.0,261.93,0.0,10,14.0,315,1,27.40136151978604,1,670.9943941726118,1
31.0,11,16608.8,1269.0666666666666,10,6,6.0,3103.97,76.36770220608993,33,3533.0,49,1,38.19107797527957,0,251.9406919607101,1
45.0,7,20780.41,1643.700833333333,7,7,2.0,2140.2,20.133652405023245,11,9.0,128,1,25.63582695675955,1,233.70102971110347,0
44.0,9,56001.15,4662.7625,3,6,3.0,1347.83,88.30262558587714,13,8.0,189,1,38.56829958288338,1,334.4281472477813,1
42.0,2,12877209.0,1131.4604166666668,7,6,1.0,1483.41,13.709879580126335,13,19.0,204,0,25.497091377798235,1,292.1227172111832,0
36.0,5,17869.29,1643.1075,6,3,4.0,276.09,42.04241999493512,30,10.0,330,1,27.60574336325031,1,292.33445504422025,1
31.0,5,7682.515,676.2095833333334,6,6,7.0,1453.52,31.01695060985424,28,8.0,108,1,28.05467639491921,1,277.3036116128694,0
22.0,14,114755.04,9114.102944090817,1,5,2.0,1107.42,677.3837976560861,5,3.0,300,0,37.40596808851664,1,935.0380863189788,2
29.0,6,76652.88,6627.740000000002,7,5,3.0,847.66,145.37294017064252,9,12.0,218,1,32.256636534145926,1,591.5169088072035,2
41.0,14,19026.7,1869.5583333333327,8,6,6.0,3232.75,54.39768772194044,35,16.0,118,1,27.739357316405712,0,350.9627822413393,1
24.0,3,20937.38,1650.781666666667,8,8,3.0,1794.51,52.14929736754237,54,19.0,100,1,37.843972478216415,1,334.3743791618108,0
46.0,9,19731.16,1887.263333333333,7,4,4.0,382.35,34.156733839811416,5,15.0,233,1,40.16551442435874,1,370.3002616247393,2
43.0,10,16054.06,1416.8383333333334,8,5,3.0,2457.58,25.82604128916273,26,12.0,196,1,37.038628793203735,1,225.9144706002444,0
53.0,9,20560.13,1881.344166666667,6,4,4.0,475.64,65.43230628603193,21,11.0,386,1,34.619826380311025,1,338.34064730849616,1
22.0,4,7415.08,815.9233333333333,5,6,6.0,583.56,27.0108052417706,11,6.0,195,1,34.19252702079813,1,260.4885229829791,1
34.0,3,9015.625,1019.3020833333336,6,6,9.0,3664.04,62.1565499890233,35,19.0,64,1,35.192541065885635,0,198.9223325188857,0
56.0,13,79642.86,6509.905,2,5,3.0,911.67,172.80891579352516,7,4.0,365,0,36.48062638585589,2,658.4000109357288,1
34.0,7,31736.14,2813.6783333333333,7,9,5.0,2296.23,121.34799246448642,57,15.0,246,1,26.117017624045964,0,314.4822515321373,0
22.0,4,9968.5,1123.7083333333337,8,6,6.0,1756.54,34.811324149680125,27,24.0,242,1,29.25188588010198,0,301.40413933616964,0
32.0,7,78937.47,6308.1225,6,3,2.0,270.49,126.56646397990691,29,15.0,299,0,25.105943517339824,2,680.9058117911987,2
45.0,14,65558.36,5715.196666666668,9,8,9.0,2239.44,268.99179470376555,48,28.0,102,1,36.24349807983391,1,306.52253864374563,0
32.0,4,31024.77,2415.3975,4,5,2.0,1348.36,35.818279755425245,16,10.0,292,0,36.68162669812543,2,410.3850184745343,2
24.0,0,45488.94,3861.745,6,5,7.0,2241.07,185.7968833109894,58,12.0,107,0,38.2043670788784,1,209.09688465404943,1
28.0,7,11610.355,790.5295833333333,7,1441,2.0,196.64,18.76794286026938,24,17.0,262,1,38.616794763845775,1,305.14499340135376,1
54.0,7,34476.64,2888.3468233198964,5,6,2.0,772.61,164.9956285991622,7,9.0,288,1,24.411382111249974,1,235.8594247239637,2
35.0,7,9597.79,955.8158333333334,6,5,3.0,289.1,23.11748685618762,23,10.0,352,1,38.43844410903546,1,284.05919797972734,0
45.0,9,65319.32,5616.276666666668,4,6,2.0,1081.77,65.1735235467646,9,16.0,171,1,40.3842500958599,1,580.5854515935114,1
25.0,2,11892.72,976.06,1645,4,1.0,736.01,56630.0,30,17.0,384,1,28.588575307845105,1,278.32112530189016,1
43.0,12,109864.47,9093.3725,8,6,0.0,35.21,0.0,15,10.0,244,1,41.372836767959626,1,938.7613911568598,1
55.0,2,92127.24,7849.27,5,7,3.0,487.54,175.91594426086888,32,20.0,255,0,34.563175626229395,2,796.4922980079422,0
44.0,12,113402.79,9707.2325,3,7,2.0,171.78,156.67444091707222,12,7.0,345,0,29.93046450252386,2,809.360930582974,0
48.0,9,97609.35,7327.620936037323,5,3,1.0,573.35,923.8348486030224,29,9.0,256,1,26.81575710085421,1,545.2537773285256,2
41.0,1,35873.36,2922.4466666666667,9,5,3.0,2336.04,77.42019571131699,27,12.0,228,1,39.32104660204579,0,374.3385507018071,0
23.0,3,59240.0,4697.666666666667,6,5,2.0,469.89,69.26616417252536,14,14.0,213,1,31.12733264963033,1,502.9336963684443,1
20.0,7,17804.96,1246.746666666667,4,4,2.0,1226.09,20.93658105394673,12,18.0,222,0,36.59887855412819,1,303.28297573685194,2
29.0,7,27559.56,2253.63,6,7,3.0,160.02,41.16753610055615,7,18.0,324,0,25.28385859174909,2,407.5604333044818,1
34.0,14,37029.04,3308.7533333333336,6,7,5.0,2221.05,117.13925031635486,37,26.0,144,1,23.098771761345013,0,326.7783408881688,0
31.0,13,49405.92,4019.16,7,6,3.0,1123.87,0.0,30,9.0,305,1,39.13733733863374,1,511.5936893276826,1
34.0,2,35733.38,2807.7816666666663,8,7,6.0,2704.05,163.78901863133018,31,25.0,40,1,40.68900801979986,1,332.73880320008726,0
42.0,3,8835.54,706.2950000000002,4,6,7.0,1961.73,40.038258959731685,6,14.0,80,1,30.89088672462418,1,251.82341841998627,0
40.0,4,82134.44,6671.536666666668,10,5,3.0,1332.6,317.4441995582799,36,16.0,226,1,28.074593003364647,1,425.5438956162192,0
18.0,10,19183.53,1620.6274999999996,4,6,7.0,2621.47,69.41294008732692,24,10.0,130,1,32.80514484161321,1,274.74546795511947,1
20.0,12,24238.03,2138.835833333333,8,7,1.0,349.88,15.195010143657088,21,13.0,273,0,34.884722367779844,1,275.7573915189706,1
33.0,12,7617.915,626.82625,8,6,9.0,3257.62,52.469989240305566,50,19.0,113,1,35.612286489215265,1,225.6319455794578,1
31.0,12,19167.22,1786.2683333333334,6,10,9.0,3896.76,135.96303812692312,36,17.0,131,1,23.877362362093773,0,177.36348926643515,1
42.0,12,95685.21,7864.767499999999,3,4,0.0,472.21,0.0,13,10.0,293,0,37.17423615407885,2,558.4732478809643,0
36.0,10,93373.68,7879.1399999999985,5,7,2.0,1067.59,137.25148491642315,18,16.0,395,1,29.3800546778244,1,569.2085974041207,1
49.0,10,121233.51,10393.7925,2,6,3.0,1116.67,191.01735004755076,6,9.0,286,0,33.93351698299561,2,18.174488261384568,2
31.0,1,37442.05,3081.1708333333336,0,5,3.0,1393.72,60.11306115758711,11,8.0,334,0,36.14555435281533,2,417.92973919331496,0
18.0,12,18083.015,1780.9179166666663,0,5,1.0,796.31,8.350875465140536,7,7.0,336,0,28.326269602374765,2,375.8806823090738,1
34.0,6,119024.04,10121.67,4,7,5.0,774.89,282.0350688897932,27,14.0,196,1,30.854530950996622,1,707.6502436913962,1
19.0,14,125385.88,10720.823333333334,2,5,4.0,1268.57,364.3603101561969,15,4.0,302,0,31.93902608124641,1,535.5126634809286,1
34.0,10,85915.31999999999,7231.61,6,7,4.0,429.12,167.08147147226308,10,20.0,69,1,26.928830438896853,1,534.9678041768584,1
37.0,0,32401.4,2742.116666666667,8,5,6.0,4607.43,96.31286262626712,41,19.0,114,1,23.307621124182983,0,251.6154131925392,0
20.0,13,56343.8,4661.316666666667,6,3,0.0,1209.53,0.0,8,18.0,353,0,27.25428414371467,1,531.5802136924842,1
35.0,3,51729.75,4565.8125,275,6,8.0,2296.5,247.40065349819284,47,19.0,123,1,35.64988125692627,1,306.2866524805415,0
44.0,3,18192.4,1473.0333333333335,9,7,7.0,2557.77,94.4966945493272,32,22.0,241,1,37.39551802571141,1,202.07136892422352,0
51.0,5,29964.04,2223.7398889132733,6,494,3.0,116.39,258.7692837165706,14,14.0,402,0,28.54012902078326,1,337.0253630317313,2
31.0,6,28747.25,2523.6041666666665,3,4,2.0,1464.69,153.47244755817374,10,11.0,192,0,27.465630366213823,2,395.35383189879633,2
43.0,10,16509.01,1412.750833333333,7,7,8.0,1591.92,76.1798667536667,19,25.0,200,1,23.79940453415379,0,285.5626075918336,1
31.0,1,9265.495,749.1245833333335,10,9,9.0,4301.98,55.496465526855424,40,16.0,136,1,30.576336844369443,0,227.38683930458296,0
33.0,9,14295.47,1392.289166666667,6,7,6.0,4509.55,55.68921870525814,45,853.0,42,1,31.411180023932616,1,257.72087409126937,1
42.0,14,90285.33,7342.7775,1,4,3.0,570.82,121.8490187455687,11,6.0,248,0,30.49468864182577,2,299.04953209026166,2
34.0,7,66691.23,5553.6025,8,6,4.0,760.71,213.937948059261,30,19.0,210,1,21.97057252759476,1,238.88367177011463,1
27.0,14,30738.51,2438.5425,3,7,1.0,645.49,22.815893781129866,12,13.0,382,0,26.82783342264327,1,400.1957947998608,1
18.0,3,25454.67,2058.2225,4,3,0.0,256.91,0.0,24,15.0,374,0,38.95571603070557,1,377.0765319953136,1
32.0,3,31323.88,2438.3233333333333,10,5,7.0,1620.94,135.03588807827288,54,19.0,158,1,33.94737718769799,0,303.47693312989355,0
28.0,7,17417.6,1534.4666666666665,9,10,9.0,4837.96,69.93684384606172,30,22.0,76,1,24.867993506680733,0,233.672375012144,0
34.0,12,42266.3,3505.191666666667,7,7,3.0,656.02,59.26225982538867,8,14.0,342,1,40.546137842206406,1,286.92745714699583,2
24.0,7,10358.88,921.9691511600636,7,7,6.0,2501.08,126.1435246149889,45,20.0,138,1,31.881623690122204,1,266.6007811303965,1
36.0,10,32597.48,2734.4566666666665,1,2,2.0,1313.52,45.053384914710776,10,10.0,239,0,31.44095261906587,2,295.55964538150164,2
36.0,8,12332.855,866.7379166666667,7,7,4.0,1169.76,20.650802396018697,11,13.0,191,1,36.44305188260797,1,274.5332135573784,2
18.0,7,14677.92,1289.16,10,8,4.0,2127.73,36.69339441478327,44,21.0,201,1,32.02421812148215,0,250.46220620728508,1
34.0,5,147517.36,10958.283331500785,3,5,1.0,325.89,1626.1690776903056,11,20.0,388,0,39.78384901419891,1,948.3303419952466,2
39.0,14,35317.81,2879.150833333333,4,5,4.0,1311.73,63.218433635680405,18,19.0,363,0,25.24759481883481,1,242.1770631954413,2
25.0,11,17234.695,1347.2245833333334,7,3,3.0,901.12,33.49155037165229,16,10.0,344,1,30.989706666195094,1,282.1757723001428,1
21.0,4,38963.38,3018.9483333333333,6,7,6.0,4720.99,177.843428575748,55,22.0,158,1,30.615860626355875,0,308.62275002040127,1
39.0,11,16776.02,1622.0016666666668,8,3,4.0,244.46,28.13446348959307,22,19.0,360,1,24.19326107627515,1,268.91473027885286,0
42.0,2,7427.29,694.9408333333333,9,10,7.0,3750.27,28.63835184314001,43,17.0,104,1,27.27106187085586,0,236.9592936789386,0
34.0,4,12680.815,1334.7345833333334,4,5,0.0,704.18,0.0,29,11.0,219,1,33.720594807887075,1,372.2619395377831,0
34.0,13,9238.24,881.8533333333335,6,7,7.0,3985.22,38.77068857728457,32,25.0,111,1,33.47823109303344,0,286.9857892137082,0
27.0,7,25322.83,1868.2358333333332,6,6,2.0,266.33,33.25945350901993,16,20.0,281,0,32.43761163787755,2,334.1521628565657,2
36.0,13,139702.24,11866.853333333333,4,1,0.0,342.6,0.0,3,4.0,385,0,38.73613095612468,1,949.3043619742356,1
37.0,1,99925.17,7470.075969853417,4,7,1.0,1270.51,852.0745044308474,26,8.0,279,0,42.41330008360014,1,812.0346351746969,2
38.0,4,48254.04,4215.17,3,6,3.0,210.78,72.33336183783064,26,11.0,299,0,35.16302081960265,1,399.786012384925,1
39.0,7,8272.2,811.35,10,8,7.0,1744.47,43.14745659876899,28,23.0,146,1,36.15695531803223,0,241.6680217625697,0
45.0,2,8779.145,507.59541666666667,10,6,3.0,1636.23,32.4064284186908,27,23.0,102,1,30.190510848362194,1,275.69301196694425,0
43.0,2,7309.6,573.1333333333333,4,6,3.0,2111.68,15.236930390065073,20,20.0,191,1,26.103229009548865,1,275.01920907371374,1
47.0,12,10285.71,1036.1425,8,7,1.0,1354.57,7.8970740737019645,18,8.0,351,1,33.59040408992417,1,335.71280396576594,0
26.0,6,21884.0,1749.666666666667,8,6,4.0,423.78,54.75375840781272,21,15.0,399,1,38.10466867376017,1,336.8776327341073,2
45.0,2,122161.96,10153.163333333334,7,5,4.0,1316.32,278.85217122399047,7,20.0,176,1,28.560652317896267,1,605.7592535915364,1
33.0,10,114004.84,9295.403333333334,5,7,3.0,1051.3,228.87152028402767,26,9.0,221,1,36.485387736698776,1,643.3153068974814,2
35.0,13,16444.42,1411.368333333333,7,8,3.0,1445.18,31.126628986415163,62,20.0,230,1,26.072480246110363,1,242.151679783637,1
47.0,3,35171.34,2865.945,1,3,0.0,754.93,0.0,14,7.0,374,0,41.1781542246765,2,440.8603954615989,2
43.0,13,32690.86,2910.238333333333,4,5,3.0,1380.29,50.28184502945325,17,18.0,376,0,32.78829020856556,1,448.264174001854,1
45.0,7,83477.58,6718.465,4,7,1.0,715.49,42.14395491429588,4,12.0,227,0,34.510715013765825,1,743.0744308580414,1
28.0,7,35223.94,2849.328333333333,7,4,3.0,1269.36,61.91473592305071,18,13.0,262,1,39.3631828031544,1,408.5245978685072,1
51.0,11,138142.16,11719.846666666665,0,5,4.0,174.79,345.74156903869425,3,2.0,213,0,25.73012969631374,2,641.4287521321812,1
39.0,7,15266.8,1000.2333333333332,5,6,7.0,877.84,79.94678081848903,29,19.0,200,0,37.26370453415917,1,244.4541907171308,1
27.0,11,73509.02,5881.751666666668,5,5,0.0,1082.86,0.0,17,19.0,356,1,32.650596832199305,1,744.6583428822729,1
55.0,0,21338.55,1506.2125,8,4,0.0,853.65,0.0,20,17.0,308,0,38.68005488554426,1,365.2659301855508,0
54.0,8,17902.54,1669.878333333333,3,6,0.0,1289.22,0.0,13,1.0,283,0,23.557193870318088,1,389.1250640548414,1
48.0,11,33388.1,2599.3416666666667,6,4,0.0,589.89,0.0,24,13.0,244,1,25.57882175723253,1,439.7467316411468,1
34.0,11,43171.59,3812.6325,7,9,6.0,2028.14,11527.0,38,17.0,195,1,29.398967876979047,0,364.07730175488473,1
39.0,6,19426.81,1397.9008333333334,7,6,4.0,658.69,54.99719804046443,16,16.0,248,1,40.48643316590733,1,318.7165337475601,1
31.0,9,33446.44,3058.203333333333,6,6,6.0,2953.68,133.35590483492365,21,19.0,118,1,24.010979651131024,0,214.58418118883117,1
34.0,13,81475.28,6865.606666666668,6,3,0.0,1271.12,47610.0,24,18.0,274,1,37.58435376228847,1,619.4730440152465,1
32.0,9,29349.0,2442.75,7,6,2.0,1419.52,45.31352648250954,27,19.0,242,0,24.94000022174749,1,404.15929953237367,1
32.0,7,122503.12,9982.593333333332,3,7,0.0,333.32,0.0,29,17.0,212,0,31.91278139254644,1,1065.0485662366125,0
41.0,10,97351.8,7912.6500000000015,3,5,1.0,1055.95,44.964136718064346,11,9.0,396,1,29.353614341776236,1,851.4957902678391,1
53.0,11,28784.53,2547.710833333333,6,6,2.0,664.2,34.16328922873817,24,11.0,347,0,38.40003971304765,1,391.0651124722317,2
31.0,12,15450.44,1115.5366666666666,10,1357,9.0,2520.24,109.01623084429043,46,19.0,132,1,38.12449751530564,0,226.2644339667549,0
25.0,0,84880.65,7333.3875,5,6,0.0,1344.85,0.0,33,11.0,297,0,29.32362057405744,1,813.8086531240332,1
20.0,3,85481.48,7128.456666666666,6,5,0.0,889.35,0.0,8,13.0,221,0,37.16921280816929,1,772.7020371251834,1
26.0,7,20099.99,1637.999166666667,7,6,2.0,401.73,26.229343915187307,16,10.0,226,1,39.35682960068807,1,356.24823897459845,2
38.0,3,66554.31,5744.1925,4,6,3.0,485.7,101.92311489248776,14,19.0,230,0,32.52890387835412,1,504.69766777153166,1
25.0,2,25203.1,2234.258333333333,5,7,2.0,393.77,39.270247170186096,8,9.0,365,1,23.55495816880106,1,364.9458788462845,2
50.0,8,120030.68,9972.556666666664,7,6,1.0,1247.79,91.3113647072744,21,11.0,254,0,31.90827880357973,1,933.6657745003122,1
46.0,9,146101.28,12012.106666666668,3,4,5.0,1311.47,307.14479792800967,19,7.0,213,1,32.54864447919149,1,189.4129780541176,1
20.0,14,41995.64,3416.6366666666668,7,6,4.0,1072.63,87.5439990503073,12,10.0,190,1,35.788775153879726,1,401.78087572097616,1
34.0,7,19163.22,1346.9350000000004,3,7,2.0,2226.37,24.17564764974174,23,22.0,200,1,22.40065717835176,1,224.8580329207112,1
34.0,14,58012.88,5023.406666666667,7,4,6.0,168.33,181.0265825010552,16,19.0,225,1,31.88060946882505,1,375.66663085431054,1
44.0,1,57602.6,4721.216666666666,4,5,1.0,933.83,41.708245020642586,18,7.0,263,1,32.2251001291939,1,604.0254723559152,0
34.0,13,20639.79,1541.9825,7,5,9.0,4145.87,95.62691019376172,48,15.0,17,1,33.06163408169273,0,220.2461863686405,1
19.0,9,50212.71,4341.3925,7,5,6.0,1796.17,132.43159320732607,27,18.0,220,1,30.525476924049887,1,471.270885950966,0
34.0,10,9307.915,581.6595833333333,7,10,6.0,2830.92,35.271669839395535,15,24.0,174,1,29.53118504774641,0,264.76866001058363,0
39.0,10,28838.96,2379.2466666666664,3,1,1.0,221.7,21.19455447546845,1,9.0,375,0,30.170499833498678,2,380.8356375062666,1
34.0,3,19123.56,1804.63,6,6,6.0,3080.03,60.76803719569369,16,24.0,11,1,25.990582313592487,0,251.1168328473676,1
38.0,12,86878.4,7336.866666666666,3,4,4.0,156.11,210.5760446739685,30,19.0,248,0,30.645022977319982,1,532.9784429738621,0
34.0,7,65984.28,5278.69,8,3,4.0,1377.35,169.79723688963026,15,19.0,113,1,27.03287184354797,1,242.8924254093341,0
36.0,6,19147.2,1692.6,3,5,0.0,1347.02,75639.0,6,19.0,329,1,30.228319700065423,1,339.4042565975275,1
44.0,11,18627.64,1387.303333333333,7,7,6.0,1793.54,65.13948777561222,31,18.0,232,1,38.78895428776155,0,264.7866558188465,0
34.0,4,94529.82,8153.485,3,5,3.0,731.94,0.0,26,2128.0,323,1,32.211968220122394,1,215.1481144503125,2
24.0,2,19296.24,1669.0200000000002,2,7,2.0,826.02,25.32904329733268,9,4.0,242,0,24.56533536732273,2,370.2043613750286,2
36.0,11,28810.71,2367.8925,7,3,1.0,454.58,20.76803281921969,11,9.0,195,1,30.012830743542978,1,252.24723301369724,1
38.0,6,113085.87,9531.8225,4,4,1.0,240.56,81.1029928492631,12,1.0,363,0,29.064264592184443,2,430.4877200874055,0
36.0,0,174304.04,14458.336666666668,1,3,0.0,461.16,0.0,5,7.0,366,0,35.392441369687035,2,950.825785769532,1
51.0,5,27577.45,2222.120833333333,7,4,3.0,1465.9,40.68645861279676,6,12.0,233,0,28.52415875277089,1,380.7205767919109,1
34.0,7,31327.28,2427.6066666666666,9,7,3.0,1819.09,65.64066391951529,41,18.0,167,1,29.40009195452837,1,301.7457560499444,1
45.0,0,52616.28,4279.69,7,10,4.0,2592.58,27454.0,54,19.0,239,1,31.790485381865057,1,114.36128049145891,0
20.0,0,92047.08,7591.59,6,7,0.0,1296.64,0.0,16,11.0,357,1,27.727646781775498,1,761.0743967007086,0
46.0,12,14900.75,1291.7291666666667,9,5,6.0,3088.8,43.57809580419592,27,19.0,56,1,24.75213730846041,0,270.85028708396004,1
37.0,13,107595.68,8704.306666666665,8,4,4.0,225.86,346.14312101743866,6,17.0,134,1,40.71134642789704,1,505.0545328840913,1
19.0,11,29223.35,2611.2791666666667,5,3,3.0,436.64,64.13026798278277,26,19.0,321,0,36.69114222690282,1,299.5421821386244,1
31.0,11,57742.86,4699.905,10,5,7.0,1758.91,291.64152723016184,48,26.0,152,1,30.11885945912075,1,130.4057566715544,1
25.0,14,7304.055,425.55017862808165,10,9,3.0,1991.85,43.85881324617888,28,19.0,84,1,24.47529676008684,0,265.2949972953922,0
31.0,7,16472.09,1563.674166666667,4,3,0.0,727.41,0.0,13,7.0,392,0,27.849033942577314,2,370.9701389900301,2
46.0,9,156470.0,12849.166666666664,1,3,3.0,1382.45,261.8310155128568,5,8.0,399,0,31.87759962975037,1,577.6858459523294,2
35.0,7,17572.045,1604.337083333333,5,5,3.0,109.83,31.630691876948283,2,6.0,347,0,24.54756596005093,2,262.22569731906856,1
19.0,13,14311.59,1006.6325,1291,3,6.0,2073.6,51.56390869774553,13,20.0,106,1,35.68309964937805,1,218.4521289742406,0
34.0,2,41599.96,3240.663333333333,9,5,7.0,3471.8,237.9966165829733,50,21.0,17,0,29.18431938041485,0,238.93128509243772,1
23.0,3,14790.965,1369.580416666667,5,7,1.0,1382.27,10.899070864736256,5,15.0,74,1,37.20353724973967,1,286.42300842585973,0
42.0,2,18668.09,1735.674166666667,7,6,5.0,2347.06,72.9893887500134,17,15.0,81,1,35.725516210341894,1,322.48910279986586,0
18.0,4,13347.835,1064.3195833333332,5,7,2.0,536.5,15.75804685932174,9,19.0,274,0,29.875021670071405,1,284.9894207148475,0
55.0,14,39244.26,3079.355,3,5,4.0,106.28,70.28600713033147,23,5.0,377,0,35.837098348614,2,328.15726227401,1
27.0,7,14165.23,1057.4358333333332,7,10,9.0,2797.17,58.86844083860843,61,26.0,174,0,35.201445477378066,1,202.9925647570092,1
34.0,5,61654.84,5175.903333333333,5,7,4.0,741.7,192.6269519380112,30,12.0,159,1,25.05330445180164,1,377.9961089252489,1
44.0,7,29951.57,2254.964166666666,8,6,0.0,704.02,0.0,18,16.0,230,1,33.14556454678634,1,322.2284662308598,1
37.0,7,8058.875,508.5729166666666,9,10,4.0,1266.82,25.12994947522796,52,18.0,124,1,34.065809706400444,1,278.109398071642,0
24.0,0,92949.78,7774.815,0,5,4.0,1037.46,197.3048886419928,12,13.0,304,0,41.83754055482913,2,537.3424873163199,1
30.0,2,41319.07,3045.8827535527503,4,4,1.0,563.84,475.6558916488229,11,6.0,309,0,34.533205775043825,2,334.9300392680908,2
27.0,10,21873.68,2051.8066666666664,4,1262,4.0,303.42,54.34360940857809,7,9.0,212,0,39.055136486909966,2,350.95178863723913,2
52.0,12,113368.23,9265.3525,2,1,0.0,488.13,0.0,2,11.0,338,0,39.27346921319692,1,944.645520298382,1
33.0,9,19741.36,1543.1133333333337,4,5,6.0,1250.19,87.43157793942932,13,8.0,138,1,33.74370450160685,1,203.73554096656068,1
34.0,10,9846.715,547.5595833333333,7,5,6.0,1723.89,38.58543335707317,9,15.0,212,1,32.51099075333219,1,254.41282277816163,1
51.0,12,70291.16,5428.547725531466,3,5,4.0,449.09,623.2478902104775,15,16.0,281,0,35.217949748120034,1,581.1592242924802,2
39.0,8,36238.86,3095.905,8,7,3.0,1166.64,60.77391435762571,15,15.0,275,0,32.8012573794865,1,206.6277139907574,2
45.0,5,48052.7,4266.391666666666,4,5,2.0,346.41,59.89857017163269,12,19.0,122,1,29.128235597475967,1,538.66670236755,1
